MONTH       DAY      YEAR      HOUR     PRECIP                                    
       9        23      2020      1600      0.00  
       9        23      2020      1700      0.00  
       9        23      2020      1800      0.00  
       9        23      2020      1900      0.00  
       9        23      2020      2000      0.00  
       9        23      2020      2100      0.00  
       9        23      2020      2200      0.00  
       9        23      2020      2300      0.00  
       9        23      2020      2400      0.00  
       9        24      2020       100      0.00  
       9        24      2020       200      0.00  
       9        24      2020       300      0.00  
       9        24      2020       400      0.00  
       9        24      2020       500      0.00  
       9        24      2020       600      0.00  
       9        24      2020       700      0.00  
       9        24      2020       800      0.00  
       9        24      2020       900      0.00  
       9        24      2020      1000      0.00  
       9        24      2020      1100      0.00  
       9        24      2020      1200      0.00  
       9        24      2020      1300      0.00  
       9        24      2020      1400      0.00  
       9        24      2020      1500      0.00  
       9        24      2020      1600      0.00  
       9        24      2020      1700      0.00  
       9        24      2020      1800      0.00  
       9        24      2020      1900      0.00  
       9        24      2020      2000      0.00  
       9        24      2020      2100      0.00  
       9        24      2020      2200      0.00  
       9        24      2020      2300      0.00  
       9        24      2020      2400      0.00  
       9        25      2020       100      0.00  
       9        25      2020       200      0.00  
       9        25      2020       300      0.00  
       9        25      2020       400      0.00  
       9        25      2020       500      0.00  
       9        25      2020       600      0.00  
       9        25      2020       700      0.00  
       9        25      2020       800      0.00  
       9        25      2020       900      0.00  
       9        25      2020      1000      0.00  
       9        25      2020      1100      0.00  
       9        25      2020      1200      0.00  
       9        25      2020      1300      0.00  
       9        25      2020      1400      0.00  
       9        25      2020      1500      0.00  
       9        25      2020      1600      0.00  
       9        25      2020      1700      0.00  
       9        25      2020      1800      0.00  
       9        25      2020      1900      0.00  
       9        25      2020      2000      0.00  
       9        25      2020      2100      0.00  
       9        25      2020      2200      0.00  
       9        25      2020      2300      0.00  
       9        25      2020      2400      0.00  
       9        26      2020       100      0.00  
       9        26      2020       200      0.00  
       9        26      2020       300      0.00  
       9        26      2020       400      0.00  
       9        26      2020       500      0.00  
       9        26      2020       600      0.00  
       9        26      2020       700      0.00  
       9        26      2020       800      0.00  
       9        26      2020       900      0.00  
       9        26      2020      1000      0.00  
       9        26      2020      1100      0.00  
       9        26      2020      1200      0.00  
       9        26      2020      1300      0.00  
       9        26      2020      1400      0.00  
       9        26      2020      1500      0.00  
       9        26      2020      1600      0.00  
       9        26      2020      1700      0.00  
       9        26      2020      1800      0.00  
       9        26      2020      1900      0.00  
       9        26      2020      2000      0.00  
       9        26      2020      2100      0.00  
       9        26      2020      2200      0.00  
       9        26      2020      2300      0.00  
       9        26      2020      2400      0.00  
       9        27      2020       100      0.00  
       9        27      2020       200      0.00  
       9        27      2020       300      0.00  
       9        27      2020       400      0.00  
       9        27      2020       500      0.00  
       9        27      2020       600      0.00  
       9        27      2020       700      0.00  
       9        27      2020       800      0.00  
       9        27      2020       900      0.00  
       9        27      2020      1000      0.00  
       9        27      2020      1100      0.00  
       9        27      2020      1200      0.00  
       9        27      2020      1300      0.00  
       9        27      2020      1400      0.00  
       9        27      2020      1500      0.00  
       9        27      2020      1600      0.00  
       9        27      2020      1700      0.11  
       9        27      2020      1800      0.11  
       9        27      2020      1900      0.13  
       9        27      2020      2000      0.10  
       9        27      2020      2100      0.05  
       9        27      2020      2200      0.14  
       9        27      2020      2300      0.03  
       9        27      2020      2400      0.01  
       9        28      2020       100      0.00  
       9        28      2020       200      0.00  
       9        28      2020       300      0.00  
       9        28      2020       400      0.00  
       9        28      2020       500      0.00  
       9        28      2020       600      0.00  
       9        28      2020       700      0.00  
       9        28      2020       800      0.00  
       9        28      2020       900      0.00  
       9        28      2020      1000      0.00  
       9        28      2020      1100      0.00  
       9        28      2020      1200      0.00  
       9        28      2020      1300      0.00  
       9        28      2020      1400      0.00  
       9        28      2020      1500      0.00  
       9        28      2020      1600      0.00  
       9        28      2020      1700      0.00  
       9        28      2020      1800      0.00  
       9        28      2020      1900      0.00  
       9        28      2020      2000      0.00  
       9        28      2020      2100      0.00  
       9        28      2020      2200      0.00  
       9        28      2020      2300      0.00  
       9        28      2020      2400      0.00  
       9        29      2020       100      0.00  
       9        29      2020       200      0.00  
       9        29      2020       300      0.00  
       9        29      2020       400      0.00  
       9        29      2020       500      0.00  
       9        29      2020       600      0.00  
       9        29      2020       700      0.00  
       9        29      2020       800      0.00  
       9        29      2020       900      0.00  
       9        29      2020      1000      0.00  
       9        29      2020      1100      0.00  
       9        29      2020      1200      0.00  
       9        29      2020      1300      0.00  
       9        29      2020      1400      0.00  
       9        29      2020      1500      0.00  
       9        29      2020      1600      0.00  
       9        29      2020      1700      0.00  
       9        29      2020      1800      0.00  
       9        29      2020      1900      0.00  
       9        29      2020      2000      0.00  
       9        29      2020      2100      0.00  
       9        29      2020      2200      0.00  
       9        29      2020      2300      0.00  
       9        29      2020      2400      0.00  
       9        30      2020       100      0.00  
       9        30      2020       200      0.00  
       9        30      2020       300      0.00  
       9        30      2020       400      0.00  
       9        30      2020       500      0.00  
       9        30      2020       600      0.00  
       9        30      2020       700      0.00  
       9        30      2020       800      0.00  
       9        30      2020       900      0.00  
       9        30      2020      1000      0.00  
       9        30      2020      1100      0.00  
       9        30      2020      1200      0.00  
       9        30      2020      1300      0.00  
       9        30      2020      1400      0.00  
       9        30      2020      1500      0.00  
       9        30      2020      1600      0.00  
       9        30      2020      1700      0.00  
       9        30      2020      1800      0.00  
       9        30      2020      1900      0.00  
       9        30      2020      2000      0.00  
       9        30      2020      2100      0.00  
       9        30      2020      2200      0.00  
       9        30      2020      2300      0.00  
       9        30      2020      2400      0.00  
      10         1      2020       100      0.00  
      10         1      2020       200      0.00  
      10         1      2020       300      0.00  
      10         1      2020       400      0.00  
      10         1      2020       500      0.00  
      10         1      2020       600      0.00  
      10         1      2020       700      0.00  
      10         1      2020       800      0.00  
      10         1      2020       900      0.00  
      10         1      2020      1000      0.00  
      10         1      2020      1100      0.00  
      10         1      2020      1200      0.00  
      10         1      2020      1300      0.00  
      10         1      2020      1400      0.00  
      10         1      2020      1500      0.00  
      10         1      2020      1600      0.00  
      10         1      2020      1700      0.00  
      10         1      2020      1800      0.00  
      10         1      2020      1900      0.00  
      10         1      2020      2000      0.00  
      10         1      2020      2100      0.00  
      10         1      2020      2200      0.00  
      10         1      2020      2300      0.00  
      10         1      2020      2400      0.00  
      10         2      2020       100      0.00  
      10         2      2020       200      0.00  
      10         2      2020       300      0.00  
      10         2      2020       400      0.00  
      10         2      2020       500      0.00  
      10         2      2020       600      0.00  
      10         2      2020       700      0.00  
      10         2      2020       800      0.00  
      10         2      2020       900      0.00  
      10         2      2020      1000      0.00  
      10         2      2020      1100      0.00  
      10         2      2020      1200      0.00  
      10         2      2020      1300      0.00  
      10         2      2020      1400      0.00  
      10         2      2020      1500      0.00  
      10         2      2020      1600      0.00  
      10         2      2020      1700      0.00  
      10         2      2020      1800      0.00  
      10         2      2020      1900      0.00  
      10         2      2020      2000      0.00  
      10         2      2020      2100      0.00  
      10         2      2020      2200      0.00  
      10         2      2020      2300      0.00  
      10         2      2020      2400      0.00  
      10         3      2020       100      0.00  
      10         3      2020       200      0.00  
      10         3      2020       300      0.00  
      10         3      2020       400      0.00  
      10         3      2020       500      0.00  
      10         3      2020       600      0.00  
      10         3      2020       700      0.00  
      10         3      2020       800      0.01  
      10         3      2020       900      0.00  
      10         3      2020      1000      0.00  
      10         3      2020      1100      0.00  
      10         3      2020      1200      0.00  
      10         3      2020      1300      0.00  
      10         3      2020      1400      0.00  
      10         3      2020      1500      0.00  
      10         3      2020      1600      0.00  
      10         3      2020      1700      0.00  
      10         3      2020      1800      0.00  
      10         3      2020      1900      0.00  
      10         3      2020      2000      0.00  
      10         3      2020      2100      0.00  
      10         3      2020      2200      0.00  
      10         3      2020      2300      0.00  
      10         3      2020      2400      0.00  
      10         4      2020       100      0.00  
      10         4      2020       200      0.00  
      10         4      2020       300      0.00  
      10         4      2020       400      0.00  
      10         4      2020       500      0.00  
      10         4      2020       600      0.00  
      10         4      2020       700      0.00  
      10         4      2020       800      0.00  
      10         4      2020       900      0.00  
      10         4      2020      1000      0.00  
      10         4      2020      1100      0.00  
      10         4      2020      1200      0.00  
      10         4      2020      1300      0.00  
      10         4      2020      1400      0.00  
      10         4      2020      1500      0.00  
      10         4      2020      1600      0.00  
      10         4      2020      1700      0.00  
      10         4      2020      1800      0.00  
      10         4      2020      1900      0.00  
      10         4      2020      2000      0.00  
      10         4      2020      2100      0.00  
      10         4      2020      2200      0.00  
      10         4      2020      2300      0.00  
      10         4      2020      2400      0.00  
      10         5      2020       100      0.00  
      10         5      2020       200      0.00  
      10         5      2020       300      0.00  
      10         5      2020       400      0.00  
      10         5      2020       500      0.00  
      10         5      2020       600      0.00  
      10         5      2020       700      0.00  
      10         5      2020       800      0.00  
      10         5      2020       900      0.00  
      10         5      2020      1000      0.00  
      10         5      2020      1100      0.00  
      10         5      2020      1200      0.00  
      10         5      2020      1300      0.00  
      10         5      2020      1400      0.00  
      10         5      2020      1500      0.00  
      10         5      2020      1600      0.00  
      10         5      2020      1700      0.00  
      10         5      2020      1800      0.00  
      10         5      2020      1900      0.00  
      10         5      2020      2000      0.00  
      10         5      2020      2100      0.00  
      10         5      2020      2200      0.00  
      10         5      2020      2300      0.00  
      10         5      2020      2400      0.00  
      10         6      2020       100      0.00  
      10         6      2020       200      0.00  
      10         6      2020       300      0.00  
      10         6      2020       400      0.00  
      10         6      2020       500      0.00  
      10         6      2020       600      0.00  
      10         6      2020       700      0.00  
      10         6      2020       800      0.00  
      10         6      2020       900      0.00  
      10         6      2020      1000      0.00  
      10         6      2020      1100      0.00  
      10         6      2020      1200      0.00  
      10         6      2020      1300      0.00  
      10         6      2020      1400      0.00  
      10         6      2020      1500      0.00  
      10         6      2020      1600      0.00  
      10         6      2020      1700      0.00  
      10         6      2020      1800      0.00  
      10         6      2020      1900      0.00  
      10         6      2020      2000      0.00  
      10         6      2020      2100      0.00  
      10         6      2020      2200      0.00  
      10         6      2020      2300      0.00  
      10         6      2020      2400      0.00  
      10         7      2020       100      0.00  
      10         7      2020       200      0.00  
      10         7      2020       300      0.00  
      10         7      2020       400      0.00  
      10         7      2020       500      0.00  
      10         7      2020       600      0.00  
      10         7      2020       700      0.00  
      10         7      2020       800      0.00  
      10         7      2020       900      0.00  
      10         7      2020      1000      0.00  
      10         7      2020      1100      0.00  
      10         7      2020      1200      0.00  
      10         7      2020      1300      0.00  
      10         7      2020      1400      0.00  
      10         7      2020      1500      0.00  
      10         7      2020      1600      0.00  
      10         7      2020      1700      0.00  
      10         7      2020      1800      0.00  
      10         7      2020      1900      0.00  
      10         7      2020      2000      0.00  
      10         7      2020      2100      0.00  
      10         7      2020      2200      0.00  
      10         7      2020      2300      0.00  
      10         7      2020      2400      0.00  
      10         8      2020       100      0.00  
      10         8      2020       200      0.00  
      10         8      2020       300      0.00  
      10         8      2020       400      0.00  
      10         8      2020       500      0.00  
      10         8      2020       600      0.00  
      10         8      2020       700      0.00  
      10         8      2020       800      0.00  
      10         8      2020       900      0.00  
      10         8      2020      1000      0.00  
      10         8      2020      1100      0.00  
      10         8      2020      1200      0.00  
      10         8      2020      1300      0.00  
      10         8      2020      1400      0.00  
      10         8      2020      1500      0.00  
      10         8      2020      1600      0.00  
      10         8      2020      1700      0.00  
      10         8      2020      1800      0.00  
      10         8      2020      1900      0.00  
      10         8      2020      2000      0.00  
      10         8      2020      2100      0.00  
      10         8      2020      2200      0.00  
      10         8      2020      2300      0.00  
      10         8      2020      2400      0.00  
      10         9      2020       100      0.00  
      10         9      2020       200      0.00  
      10         9      2020       300      0.00  
      10         9      2020       400      0.00  
      10         9      2020       500      0.00  
      10         9      2020       600      0.00  
      10         9      2020       700      0.00  
      10         9      2020       800      0.00  
      10         9      2020       900      0.00  
      10         9      2020      1000      0.00  
      10         9      2020      1100      0.00  
      10         9      2020      1200      0.00  
      10         9      2020      1300      0.00  
      10         9      2020      1400      0.00  
      10         9      2020      1500      0.00  
      10         9      2020      1600      0.00  
      10         9      2020      1700      0.00  
      10         9      2020      1800      0.00  
      10         9      2020      1900      0.00  
      10         9      2020      2000      0.00  
      10         9      2020      2100      0.00  
      10         9      2020      2200      0.00  
      10         9      2020      2300      0.00  
      10         9      2020      2400      0.00  
      10        10      2020       100      0.00  
      10        10      2020       200      0.00  
      10        10      2020       300      0.00  
      10        10      2020       400      0.00  
      10        10      2020       500      0.00  
      10        10      2020       600      0.00  
      10        10      2020       700      0.00  
      10        10      2020       800      0.00  
      10        10      2020       900      0.00  
      10        10      2020      1000      0.00  
      10        10      2020      1100      0.00  
      10        10      2020      1200      0.00  
      10        10      2020      1300      0.00  
      10        10      2020      1400      0.00  
      10        10      2020      1500      0.00  
      10        10      2020      1600      0.00  
      10        10      2020      1700      0.00  
      10        10      2020      1800      0.00  
      10        10      2020      1900      0.00  
      10        10      2020      2000      0.00  
      10        10      2020      2100      0.00  
      10        10      2020      2200      0.00  
      10        10      2020      2300      0.00  
      10        10      2020      2400      0.00  
      10        11      2020       100      0.00  
      10        11      2020       200      0.00  
      10        11      2020       300      0.00  
      10        11      2020       400      0.00  
      10        11      2020       500      0.00  
      10        11      2020       600      0.00  
      10        11      2020       700      0.00  
      10        11      2020       800      0.00  
      10        11      2020       900      0.00  
      10        11      2020      1000      0.00  
      10        11      2020      1100      0.00  
      10        11      2020      1200      0.00  
      10        11      2020      1300      0.00  
      10        11      2020      1400      0.00  
      10        11      2020      1500      0.00  
      10        11      2020      1600      0.00  
      10        11      2020      1700      0.00  
      10        11      2020      1800      0.00  
      10        11      2020      1900      0.00  
      10        11      2020      2000      0.00  
      10        11      2020      2100      0.00  
      10        11      2020      2200      0.00  
      10        11      2020      2300      0.00  
      10        11      2020      2400      0.00  
      10        12      2020       100      0.00  
      10        12      2020       200      0.00  
      10        12      2020       300      0.00  
      10        12      2020       400      0.00  
      10        12      2020       500      0.00  
      10        12      2020       600      0.00  
      10        12      2020       700      0.00  
      10        12      2020       800      0.00  
      10        12      2020       900      0.00  
      10        12      2020      1000      0.00  
      10        12      2020      1100      0.00  
      10        12      2020      1200      0.00  
      10        12      2020      1300      0.00  
      10        12      2020      1400      0.00  
      10        12      2020      1500      0.00  
      10        12      2020      1600      0.00  
      10        12      2020      1700      0.00  
      10        12      2020      1800      0.00  
      10        12      2020      1900      0.00  
      10        12      2020      2000      0.00  
      10        12      2020      2100      0.00  
      10        12      2020      2200      0.00  
      10        12      2020      2300      0.00  
      10        12      2020      2400      0.00  
      10        13      2020       100      0.00  
      10        13      2020       200      0.00  
      10        13      2020       300      0.00  
      10        13      2020       400      0.00  
      10        13      2020       500      0.00  
      10        13      2020       600      0.00  
      10        13      2020       700      0.00  
      10        13      2020       800      0.00  
      10        13      2020       900      0.00  
      10        13      2020      1000      0.00  
      10        13      2020      1100      0.00  
      10        13      2020      1200      0.00  
      10        13      2020      1300      0.00  
      10        13      2020      1400      0.00  
      10        13      2020      1500      0.00  
      10        13      2020      1600      0.00  
      10        13      2020      1700      0.00  
      10        13      2020      1800      0.00  
      10        13      2020      1900      0.00  
      10        13      2020      2000      0.00  
      10        13      2020      2100      0.00  
      10        13      2020      2200      0.00  
      10        13      2020      2300      0.00  
      10        13      2020      2400      0.00  
      10        14      2020       100      0.00  
      10        14      2020       200      0.00  
      10        14      2020       300      0.00  
      10        14      2020       400      0.00  
      10        14      2020       500      0.00  
      10        14      2020       600      0.00  
      10        14      2020       700      0.00  
      10        14      2020       800      0.00  
      10        14      2020       900      0.00  
      10        14      2020      1000      0.00  
      10        14      2020      1100      0.00  
      10        14      2020      1200      0.00  
      10        14      2020      1300      0.00  
      10        14      2020      1400      0.00  
      10        14      2020      1500      0.00  
      10        14      2020      1600      0.00  
      10        14      2020      1700      0.00  
      10        14      2020      1800      0.00  
      10        14      2020      1900      0.00  
      10        14      2020      2000      0.00  
      10        14      2020      2100      0.00  
      10        14      2020      2200      0.00  
      10        14      2020      2300      0.00  
      10        14      2020      2400      0.00  
      10        15      2020       100      0.00  
      10        15      2020       200      0.00  
      10        15      2020       300      0.00  
      10        15      2020       400      0.00  
      10        15      2020       500      0.00  
      10        15      2020       600      0.00  
      10        15      2020       700      0.00  
      10        15      2020       800      0.00  
      10        15      2020       900      0.00  
      10        15      2020      1000      0.00  
      10        15      2020      1100      0.00  
      10        15      2020      1200      0.00  
      10        15      2020      1300      0.00  
      10        15      2020      1400      0.00  
      10        15      2020      1500      0.00  
      10        15      2020      1600      0.00  
      10        15      2020      1700      0.00  
      10        15      2020      1800      0.00  
      10        15      2020      1900      0.00  
      10        15      2020      2000      0.00  
      10        15      2020      2100      0.00  
      10        15      2020      2200      0.00  
      10        15      2020      2300      0.00  
      10        15      2020      2400      0.00  
      10        16      2020       100      0.00  
      10        16      2020       200      0.00  
      10        16      2020       300      0.00  
      10        16      2020       400      0.00  
      10        16      2020       500      0.00  
      10        16      2020       600      0.00  
      10        16      2020       700      0.00  
      10        16      2020       800      0.00  
      10        16      2020       900      0.00  
      10        16      2020      1000      0.00  
      10        16      2020      1100      0.00  
      10        16      2020      1200      0.00  
      10        16      2020      1300      0.00  
      10        16      2020      1400      0.00  
      10        16      2020      1500      0.00  
      10        16      2020      1600      0.00  
      10        16      2020      1700      0.00  
      10        16      2020      1800      0.00  
      10        16      2020      1900      0.00  
      10        16      2020      2000      0.00  
      10        16      2020      2100      0.00  
      10        16      2020      2200      0.00  
      10        16      2020      2300      0.00  
      10        16      2020      2400      0.00  
      10        17      2020       100      0.00  
      10        17      2020       200      0.00  
      10        17      2020       300      0.00  
      10        17      2020       400      0.00  
      10        17      2020       500      0.00  
      10        17      2020       600      0.00  
      10        17      2020       700      0.00  
      10        17      2020       800      0.00  
      10        17      2020       900      0.00  
      10        17      2020      1000      0.00  
      10        17      2020      1100      0.00  
      10        17      2020      1200      0.00  
      10        17      2020      1300      0.00  
      10        17      2020      1400      0.00  
      10        17      2020      1500      0.00  
      10        17      2020      1600      0.00  
      10        17      2020      1700      0.00  
      10        17      2020      1800      0.00  
      10        17      2020      1900      0.00  
      10        17      2020      2000      0.00  
      10        17      2020      2100      0.00  
      10        17      2020      2200      0.00  
      10        17      2020      2300      0.00  
      10        17      2020      2400      0.00  
      10        18      2020       100      0.00  
      10        18      2020       200      0.00  
      10        18      2020       300      0.00  
      10        18      2020       400      0.00  
      10        18      2020       500      0.00  
      10        18      2020       600      0.00  
      10        18      2020       700      0.00  
      10        18      2020       800      0.00  
      10        18      2020       900      0.00  
      10        18      2020      1000      0.00  
      10        18      2020      1100      0.00  
      10        18      2020      1200      0.00  
      10        18      2020      1300      0.00  
      10        18      2020      1400      0.00  
      10        18      2020      1500      0.00  
      10        18      2020      1600      0.00  
      10        18      2020      1700      0.00  
      10        18      2020      1800      0.01  
      10        18      2020      1900      0.01  
      10        18      2020      2000      0.00  
      10        18      2020      2100      0.01  
      10        18      2020      2200      0.01  
      10        18      2020      2300      0.00  
      10        18      2020      2400      0.00  
      10        19      2020       100      0.00  
      10        19      2020       200      0.00  
      10        19      2020       300      0.00  
      10        19      2020       400      0.00  
      10        19      2020       500      0.00  
      10        19      2020       600      0.00  
      10        19      2020       700      0.00  
      10        19      2020       800      0.00  
      10        19      2020       900      0.00  
      10        19      2020      1000      0.00  
      10        19      2020      1100      0.00  
      10        19      2020      1200      0.00  
      10        19      2020      1300      0.00  
      10        19      2020      1400      0.00  
      10        19      2020      1500      0.00  
      10        19      2020      1600      0.00  
      10        19      2020      1700      0.00  
      10        19      2020      1800      0.00  
      10        19      2020      1900      0.00  
      10        19      2020      2000      0.00  
      10        19      2020      2100      0.00  
      10        19      2020      2200      0.00  
      10        19      2020      2300      0.00  
      10        19      2020      2400      0.00  
      10        20      2020       100      0.00  
      10        20      2020       200      0.00  
      10        20      2020       300      0.00  
      10        20      2020       400      0.00  
      10        20      2020       500      0.00  
      10        20      2020       600      0.00  
      10        20      2020       700      0.00  
      10        20      2020       800      0.00  
      10        20      2020       900      0.00  
      10        20      2020      1000      0.00  
      10        20      2020      1100      0.00  
      10        20      2020      1200      0.00  
      10        20      2020      1300      0.00  
      10        20      2020      1400      0.00  
      10        20      2020      1500      0.00  
      10        20      2020      1600      0.00  
      10        20      2020      1700      0.12  
      10        20      2020      1800      0.09  
      10        20      2020      1900      0.19  
      10        20      2020      2000      0.08  
      10        20      2020      2100      0.00  
      10        20      2020      2200      0.01  
      10        20      2020      2300      0.00  
      10        20      2020      2400      0.00  
      10        21      2020       100      0.00  
      10        21      2020       200      0.00  
      10        21      2020       300      0.00  
      10        21      2020       400      0.00  
      10        21      2020       500      0.00  
      10        21      2020       600      0.00  
      10        21      2020       700      0.00  
      10        21      2020       800      0.00  
      10        21      2020       900      0.00  
      10        21      2020      1000      0.00  
      10        21      2020      1100      0.05  
      10        21      2020      1200      0.02  
      10        21      2020      1300      0.08  
      10        21      2020      1400      0.01  
      10        21      2020      1500      0.00  
      10        21      2020      1600      0.00  
      10        21      2020      1700      0.00  
      10        21      2020      1800      0.00  
      10        21      2020      1900      0.00  
      10        21      2020      2000      0.00  
      10        21      2020      2100      0.00  
      10        21      2020      2200      0.00  
      10        21      2020      2300      0.00  
      10        21      2020      2400      0.00  
      10        22      2020       100      0.00  
      10        22      2020       200      0.00  
      10        22      2020       300      0.00  
      10        22      2020       400      0.00  
      10        22      2020       500      0.00  
      10        22      2020       600      0.00  
      10        22      2020       700      0.00  
      10        22      2020       800      0.00  
      10        22      2020       900      0.00  
      10        22      2020      1000      0.00  
      10        22      2020      1100      0.00  
      10        22      2020      1200      0.00  
      10        22      2020      1300      0.00  
      10        22      2020      1400      0.00  
      10        22      2020      1500      0.00  
      10        22      2020      1600      0.00  
      10        22      2020      1700      0.00  
      10        22      2020      1800      0.00  
      10        22      2020      1900      0.00  
      10        22      2020      2000      0.00  
      10        22      2020      2100      0.00  
      10        22      2020      2200      0.00  
      10        22      2020      2300      0.00  
      10        22      2020      2400      0.00  
      10        23      2020       100      0.00  
      10        23      2020       200      0.00  
      10        23      2020       300      0.00  
      10        23      2020       400      0.00  
      10        23      2020       500      0.00  
      10        23      2020       600      0.00  
      10        23      2020       700      0.01  
      10        23      2020       800      0.22  
      10        23      2020       900      0.14  
      10        23      2020      1000      0.00  
      10        23      2020      1100      0.02  
      10        23      2020      1200      0.02  
      10        23      2020      1300      0.00  
      10        23      2020      1400      0.00  
      10        23      2020      1500      0.00  
      10        23      2020      1600      0.00  
      10        23      2020      1700      0.00  
      10        23      2020      1800      0.00  
      10        23      2020      1900      0.00  
      10        23      2020      2000      0.00  
      10        23      2020      2100      0.00  
      10        23      2020      2200      0.00  
      10        23      2020      2300      0.00  
      10        23      2020      2400      0.00  
      10        24      2020       100      0.00  
      10        24      2020       200      0.00  
      10        24      2020       300      0.00  
      10        24      2020       400      0.00  
      10        24      2020       500      0.00  
      10        24      2020       600      0.00  
      10        24      2020       700      0.00  
      10        24      2020       800      0.00  
      10        24      2020       900      0.00  
      10        24      2020      1000      0.00  
      10        24      2020      1100      0.00  
      10        24      2020      1200      0.00  
      10        24      2020      1300      0.00  
      10        24      2020      1400      0.00  
      10        24      2020      1500      0.00  
      10        24      2020      1600      0.00  
      10        24      2020      1700      0.00  
      10        24      2020      1800      0.00  
      10        24      2020      1900      0.00  
      10        24      2020      2000      0.00  
      10        24      2020      2100      0.00  
      10        24      2020      2200      0.00  
      10        24      2020      2300      0.00  
      10        24      2020      2400      0.00  
      10        25      2020       100      0.00  
      10        25      2020       200      0.00  
      10        25      2020       300      0.00  
      10        25      2020       400      0.00  
      10        25      2020       500      0.00  
      10        25      2020       600      0.00  
      10        25      2020       700      0.00  
      10        25      2020       800      0.00  
      10        25      2020       900      0.00  
      10        25      2020      1000      0.00  
      10        25      2020      1100      0.00  
      10        25      2020      1200      0.00  
      10        25      2020      1300      0.00  
      10        25      2020      1400      0.00  
      10        25      2020      1500      0.00  
      10        25      2020      1600      0.00  
      10        25      2020      1700      0.00  
      10        25      2020      1800      0.00  
      10        25      2020      1900      0.00  
      10        25      2020      2000      0.00  
      10        25      2020      2100      0.00  
      10        25      2020      2200      0.00  
      10        25      2020      2300      0.00  
      10        25      2020      2400      0.00  
      10        26      2020       100      0.00  
      10        26      2020       200      0.00  
      10        26      2020       300      0.00  
      10        26      2020       400      0.00  
      10        26      2020       500      0.00  
      10        26      2020       600      0.00  
      10        26      2020       700      0.04  
      10        26      2020       800      0.08  
      10        26      2020       900      0.05  
      10        26      2020      1000      0.03  
      10        26      2020      1100      0.02  
      10        26      2020      1200      0.00  
      10        26      2020      1300      0.00  
      10        26      2020      1400      0.00  
      10        26      2020      1500      0.00  
      10        26      2020      1600      0.00  
      10        26      2020      1700      0.00  
      10        26      2020      1800      0.00  
      10        26      2020      1900      0.00  
      10        26      2020      2000      0.00  
      10        26      2020      2100      0.00  
      10        26      2020      2200      0.00  
      10        26      2020      2300      0.00  
      10        26      2020      2400      0.00  
      10        27      2020       100      0.00  
      10        27      2020       200      0.00  
      10        27      2020       300      0.00  
      10        27      2020       400      0.00  
      10        27      2020       500      0.00  
      10        27      2020       600      0.00  
      10        27      2020       700      0.00  
      10        27      2020       800      0.00  
      10        27      2020       900      0.00  
      10        27      2020      1000      0.04  
      10        27      2020      1100      0.05  
      10        27      2020      1200      0.05  
      10        27      2020      1300      0.05  
      10        27      2020      1400      0.07  
      10        27      2020      1500      0.07  
      10        27      2020      1600      0.04  
      10        27      2020      1700      0.01  
      10        27      2020      1800      0.00  
      10        27      2020      1900      0.00  
      10        27      2020      2000      0.00  
      10        27      2020      2100      0.00  
      10        27      2020      2200      0.00  
      10        27      2020      2300      0.00  
      10        27      2020      2400      0.00  
      10        28      2020       100      0.00  
      10        28      2020       200      0.00  
      10        28      2020       300      0.01  
      10        28      2020       400      0.00  
      10        28      2020       500      0.00  
      10        28      2020       600      0.00  
      10        28      2020       700      0.00  
      10        28      2020       800      0.00  
      10        28      2020       900      0.00  
      10        28      2020      1000      0.00  
      10        28      2020      1100      0.00  
      10        28      2020      1200      0.00  
      10        28      2020      1300      0.00  
      10        28      2020      1400      0.00  
      10        28      2020      1500      0.00  
      10        28      2020      1600      0.00  
      10        28      2020      1700      0.00  
      10        28      2020      1800      0.00  
      10        28      2020      1900      0.01  
      10        28      2020      2000      0.03  
      10        28      2020      2100      0.01  
      10        28      2020      2200      0.03  
      10        28      2020      2300      0.02  
      10        28      2020      2400      0.02  
      10        29      2020       100      0.00  
      10        29      2020       200      0.00  
      10        29      2020       300      0.00  
      10        29      2020       400      0.00  
      10        29      2020       500      0.03  
      10        29      2020       600      0.00  
      10        29      2020       700      0.06  
      10        29      2020       800      0.00  
      10        29      2020       900      0.00  
      10        29      2020      1000      0.00  
      10        29      2020      1100      0.00  
      10        29      2020      1200      0.00  
      10        29      2020      1300      0.00  
      10        29      2020      1400      0.00  
      10        29      2020      1500      0.00  
      10        29      2020      1600      0.00  
      10        29      2020      1700      0.00  
      10        29      2020      1800      0.00  
      10        29      2020      1900      0.00  
      10        29      2020      2000      0.00  
      10        29      2020      2100      0.00  
      10        29      2020      2200      0.00  
      10        29      2020      2300      0.00  
      10        29      2020      2400      0.00  
      10        30      2020       100      0.00  
      10        30      2020       200      0.00  
      10        30      2020       300      0.00  
      10        30      2020       400      0.00  
      10        30      2020       500      0.00  
      10        30      2020       600      0.00  
      10        30      2020       700      0.00  
      10        30      2020       800      0.00  
      10        30      2020       900      0.00  
      10        30      2020      1000      0.00  
